cluster_0_name	cluster_1_name	cluster_2_name	cluster_3_name	cluster_4_name	cluster_5_name	cluster_6_name	cluster_7_name
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	general provisions	Failure to comply with agreements		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	general provisions	Disposition of certain funds appropriated for allotments		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	general provisions	Additional requirements		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	general provisions	Requirement of reports and audits by States		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	general provisions	Opportunity for public comment on State plans		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Funding		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Definitions		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Determination of amount of allotment		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Application for grant; approval of State plan		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Restrictions on expenditure of grant		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Maintenance of effort regarding State expenditures		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Additional agreements		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Treatment services for pregnant women		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Sale of tobacco products to individuals under age of 21		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Group homes for persons in recovery from substance use disorders		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Requirements regarding tuberculosis and human immunodeficiency virus		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Intravenous substance use		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Certain allocations		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for substance use prevention, treatment, and recovery services	Formula grants to States		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for community mental health services	Formula grants to States	Funding	
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for community mental health services	Formula grants to States	Definitions	
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for community mental health services	Formula grants to States	Determination of amount of allotment	
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for community mental health services	Formula grants to States	Application for grant	
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for community mental health services	Formula grants to States	Restrictions on use of payments	
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for community mental health services	Formula grants to States	Additional provisions	
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for community mental health services	Formula grants to States	State mental health planning council	
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for community mental health services	Formula grants to States	Certain agreements	
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for community mental health services	Formula grants to States	State plan for comprehensive community mental health services for certain individuals	
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Block Grants Regarding Mental Health and Substance Use	block grants for community mental health services	Formula grants to States		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Preventive Health and Health Services Block Grants	Authorization of appropriations	Emergency medical services for children		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Preventive Health and Health Services Block Grants	Authorization of appropriations	Criminal penalty for false statements		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Preventive Health and Health Services Block Grants	Authorization of appropriations	Nondiscrimination provisions		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Preventive Health and Health Services Block Grants	Authorization of appropriations	Withholding of funds		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Preventive Health and Health Services Block Grants	Authorization of appropriations	Reports, data, and audits		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Preventive Health and Health Services Block Grants	Authorization of appropriations	Application for payments; State plan		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Preventive Health and Health Services Block Grants	Authorization of appropriations	Use of allotments		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Preventive Health and Health Services Block Grants	Authorization of appropriations	Payments under allotments to States		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Preventive Health and Health Services Block Grants	Authorization of appropriations	Allotments		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	BLOCK GRANTS	Preventive Health and Health Services Block Grants	Authorization of appropriations			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Education regarding DES			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Biennial report regarding nutrition and health			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Office of Adolescent Health			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Individual offices of minority health within the Department			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Office of Minority Health			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Centers for research and demonstration of health promotion and disease prevention			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Status reports to President and Congress; study of health education and preventive health services with respect to insurance coverage			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Grants and contracts for information programs; authority of Secretary; particular activities			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Grants and contracts for community health programs			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Establishment of substance use disorder information dashboard			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Research on optimizing the delivery of public health services			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Healthy aging, living well; evaluation of community-based prevention and wellness programs for Medicare beneficiaries			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Community transformation grants			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Education and outreach campaign regarding preventive benefits			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Prevention and Public Health Fund			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	National Prevention, Health Promotion and Public Health Council			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary	Grants and contracts for research programs; authority of Secretary; review of applications; additional functions; periodic public survey			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH INFORMATION AND HEALTH PROMOTION	General authority of Secretary				
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	general provisions	Termination of program		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	general provisions	Definitions		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	general provisions	Judicial review		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	general provisions	Citizen's actions		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	assuring a safer childhood vaccination program in united states	Manufacturer recordkeeping and reporting		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	assuring a safer childhood vaccination program in united states	Mandate for safer childhood vaccines		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	assuring a safer childhood vaccination program in united states	Vaccine information		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	assuring a safer childhood vaccination program in united states	Recording and reporting of information		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	additional remedies	Trial		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	additional remedies	Standards of responsibility		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	additional remedies	Authority to bring actions		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	program requirements	Advisory Commission on Childhood Vaccines		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	program requirements	Subrogation		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	program requirements	Limitations of actions		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	program requirements	Compensation		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	program requirements	Vaccine Injury Table		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	program requirements	Determination of eligibility and compensation		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	program requirements	Court jurisdiction		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	program requirements	Petitions for compensation		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Injury Compensation Program	program requirements	Establishment of program		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Program	Authorization of appropriations			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Program	National Vaccine Advisory Committee			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Program	Plan			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Program	Program responsibilities			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	VACCINES	National Vaccine Program	Establishment			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	Program To Assist and Encourage Voluntary Discontinuance of Unneeded Hospital Services and Conversion of Unneeded Hospital Services to Other Health Services Needed by Community	Authorization of appropriations			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	Program To Assist and Encourage Voluntary Discontinuance of Unneeded Hospital Services and Conversion of Unneeded Hospital Services to Other Health Services Needed by Community	Grants to States for reduction of excess hospital capacity			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	Program To Assist and Encourage Voluntary Discontinuance of Unneeded Hospital Services and Conversion of Unneeded Hospital Services to Other Health Services Needed by Community	Grants for discontinuance and conversion			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	Program To Assist and Encourage Voluntary Discontinuance of Unneeded Hospital Services and Conversion of Unneeded Hospital Services to Other Health Services Needed by Community	Grants and assistance for establishment of program			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	Area Health Services Development Funds	Development grants for health systems agencies			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	General Provisions	General regulations	Enforcement of assurances		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	General Provisions	General regulations	Availability of technical and other nonfinancial assistance to eligible applicants		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	General Provisions	General regulations	Reporting and audit requirements for recipients		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	General Provisions	General regulations	Definitions		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	General Provisions	General regulations	State supervision or control of operations of facilities receiving funds		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	General Provisions	General regulations	Recovery of expenditures under certain conditions		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	General Provisions	General regulations	Medical facility project applications		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	General Provisions	General regulations			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	Project Grants	Grants for construction or modernization projects			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	Loans and Loan Guarantees	Loan and loan guarantee authority	General provisions		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	HEALTH RESOURCES DEVELOPMENT	Loans and Loan Guarantees	Loan and loan guarantee authority			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	PREVENTIVE HEALTH MEASURES WITH RESPECT TO BREAST AND CERVICAL CANCERS	Additional required agreements	Funding for general program			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	PREVENTIVE HEALTH MEASURES WITH RESPECT TO BREAST AND CERVICAL CANCERS	Additional required agreements	Supplemental grants for additional preventive health services			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	PREVENTIVE HEALTH MEASURES WITH RESPECT TO BREAST AND CERVICAL CANCERS	Additional required agreements	Evaluations and reports			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	PREVENTIVE HEALTH MEASURES WITH RESPECT TO BREAST AND CERVICAL CANCERS	Additional required agreements	Technical assistance and provision of supplies and services in lieu of grant funds			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	PREVENTIVE HEALTH MEASURES WITH RESPECT TO BREAST AND CERVICAL CANCERS	Additional required agreements	Requirement of submission of application			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	PREVENTIVE HEALTH MEASURES WITH RESPECT TO BREAST AND CERVICAL CANCERS	Additional required agreements	Description of intended uses of grant			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	PREVENTIVE HEALTH MEASURES WITH RESPECT TO BREAST AND CERVICAL CANCERS	Additional required agreements				
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	PREVENTIVE HEALTH MEASURES WITH RESPECT TO BREAST AND CERVICAL CANCERS	Requirements with respect to type and quality of services				
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	PREVENTIVE HEALTH MEASURES WITH RESPECT TO BREAST AND CERVICAL CANCERS	Requirement of matching funds	Requirement regarding medicaid			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	PREVENTIVE HEALTH MEASURES WITH RESPECT TO BREAST AND CERVICAL CANCERS	Requirement of matching funds				
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	PREVENTIVE HEALTH MEASURES WITH RESPECT TO BREAST AND CERVICAL CANCERS	Establishment of program of grants to States				
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	Additional Requirements To Regulate Safety of Drinking Water	Registry for lead exposure and Advisory Committee			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	Additional Requirements To Regulate Safety of Drinking Water	Certification of testing laboratories			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	Additional Requirements To Regulate Safety of Drinking Water	Drinking water fountain replacement for schools			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	Additional Requirements To Regulate Safety of Drinking Water	Lead contamination in school drinking water			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	Additional Requirements To Regulate Safety of Drinking Water	Drinking water coolers containing lead			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	Additional Requirements To Regulate Safety of Drinking Water	Recall of drinking water coolers with lead-lined tanks			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	Additional Requirements To Regulate Safety of Drinking Water	Definitions			
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	General provisions		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Citizen's civil action		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Judicial review		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Federal agencies		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	National Drinking Water Advisory Council		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Records and inspections		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Water supply cost savings		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	National assistance program for water infrastructure and watersheds		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Contaminant standards or treatment technique guidelines		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Grants to public sector agencies		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Special project grants and guaranteed loans		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Grants for State programs		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Innovative water technology grant program		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Advanced drinking water technologies		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Midsize and Large Drinking Water System Infrastructure Resilience and Sustainability Program		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Operational sustainability of small public water systems		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Water infrastructure and workforce investment		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Review of technologies		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Study on intractable water systems		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Reducing lead in drinking water		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Assistance for small and disadvantaged communities		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Algal toxin risk assessment and management		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Annual study on boil water advisories		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Drinking water studies		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Estrogenic substances screening program		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Assistance to colonias		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Water conservation plan		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Source water petition program		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	Source water quality assessment		
THE PUBLIC HEALTH AND WELFARE	PUBLIC HEALTH SERVICE	SAFETY OF PUBLIC WATER SYSTEMS	General Provisions	Assurances of availability of adequate supplies of chemicals necessary for treatment of water	State revolving loan funds		
